timestamp, focused_object, type
9.968889,Female Classmate 10,Classmate
9.98,Female Classmate 10,Classmate
9.991112,Female Classmate 10,Classmate
10.00222,Female Classmate 10,Classmate
10.01333,Female Classmate 10,Classmate
10.02444,Female Classmate 10,Classmate
10.03556,Female Classmate 10,Classmate
10.04667,Female Classmate 10,Classmate
10.05778,none
10.06889,none
10.08,none
10.09111,none
10.10222,none
10.11333,none
10.12444,none
10.13556,none
10.14667,none
10.15778,none
10.16889,none
10.18,none
10.19111,none
10.20222,none
10.21333,none
10.22444,Female Classmate 10,Classmate
10.23556,Female Classmate 10,Classmate
10.24667,Female Classmate 10,Classmate
10.25778,Female Classmate 10,Classmate
10.26889,Female Classmate 10,Classmate
10.28,Female Classmate 10,Classmate
10.29111,Female Classmate 10,Classmate
10.30222,Female Classmate 10,Classmate
10.31333,Female Classmate 10,Classmate
10.32444,Female Classmate 10,Classmate
10.33556,Female Classmate 10,Classmate
